ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
ABT,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,,Biotechnology,4.88,4.88,3.1519566,0.20491803,0,,4.88,,31836,,4.88,4.7088237,1,4.88,,31836,,,,,1496880000,1.296747,,,4.58,4,NOK,,22863,,,,70634840,,,153648,54.536278,4.58,4.7,,320000,22863,7.55,-8.518518,,,1.25,4.58,False,,330000,4.88,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,52.547,,0,-5.233,1.0677967,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.16254902,9.643605,0.80484,1640908800,1577750400,,,1905450,68058656,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AQUA,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,,Oil & Gas Equipment & Services,5,5,3.721884,0.0009999999,0,,5.1,,23484,,5,4.302353,0.005,5,,23484,,,,0.2,1591833600,1.076655,,,4.82,2,NOK,25.124378,24127,,,,355097824,,,42079,5.3481007,4.82,5.05,,385400,24127,5.4,36.07143,,,2.15,4.82,False,0.04,402100,5.1,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.216,,0.18611999,206.528,0.26582277,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.16254902,7.3615165,0.58599,1640908800,1585612800,,,20787638,346348000,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431,,,,,,,
AKERBP,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,,Oil & Gas E&P,179.9,181,182.61269,0.010161201,,,183,,756950,,179.9,181.79706,1.828,181,,756950,,,,7.41,1596153600,1.664343,,,179.15,2,NOK,,359324,,,,64496775168,,,1450326,21.051605,179.15,179.6,,,359324,297.9,,,,89.42,179.45,False,0.0403,,183,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.377,,-0.031630002,31.29,-0.215096,,1.7,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.16254902,33.73143,0.70299006,1640908800,1593475200,,,106384610,68558020608,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,
ARCHER,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,,Oil & Gas Drilling,2.145,2.2,2.2313623,,0,,2.2,,206699,,2.145,2.1639707,,2.2,,206699,,,,,,2.885598,,,2.085,4,NOK,,58527,,,,313072864,,,450860,0.37556726,2.085,2.12,,100400,58527,4.65,35.25,,,1.1,2.1,False,,503000,2.2,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.131,,-0.05722,9.998,-0.5091533,,0.06,,148024992,,,0.732,,,,1577750400,0.12627,-47700000,-0.323,,0.16254902,2.8893442,0.41856998,1640908800,1577750400,,,105861885,942767872,,1443398400,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,4964,4th Floor 14 Par-la-Ville Road,,,,,,
AMSC,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,,Marine Shipping,28.25,28.3,25.850943,0.011327433,1.9914999,,28.4,,54686,,28.25,26.702942,0.32,28.3,,54686,,,,3.21,1590451200,0.957026,,,28.05,2,NOK,190.26845,15272,,,,1718477824,,,75852,19.505106,28.05,28.35,,114600,15272,37.5,76.62162,,11.42,15.06,28.2,False,0.11350001,172600,28.4,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.342,,0.10217,26.274,-0.17155421,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.16254902,10.621956,0.28123,1640908800,1585612800,,,44026980,2232716288,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3,OksenOeyveien 10,,,,,,
ASC,0250,Financial Services,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,,Capital Markets,4.42,4.385,3.8169565,0.049773753,0.8062,,4.435,,242639,,4.42,4.315,0.22,4.385,,242639,,,,0.22,1588118400,0.958768,,,4.365,4,NOK,9.575164,35539,,,,1938102784,,,444661,1.3712829,4.365,4.4,,185000,35539,4.58,10.22093,,10.54,2.69,4.39,False,0.0498,340000,4.435,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.064,,0.17288,,0.3154763,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.16254902,2.9437373,0.18238,1640908800,1593475200,,,342568196,1503136128,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,275,7th floor,,,,,,
AKA,1366,Energy,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",Barum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,5.89,5.87,5.619855,,0,,6.19,,320984,,5.89,5.3413234,,5.87,,320984,,,,,1397174400,1.36353,,,5.87,2,NOK,,570261,,,,1651388672,,,466074,0.2916102,5.87,6.08,,52200,570261,12.4,15.2,,,3.52,6.05,False,,227000,6.19,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.686,,-0.0498,12.497,-0.4693694,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.16254902,0.4092898,0.51141,1640908800,1593475200,,,136612714,3886714368,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,2112,Oksenoyveien 10 Lysaker,,,,,,
AFG,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,,Engineering & Construction,175,175,167.35869,0.054285713,1.0266,,175,,6277,,175,177.29411,9.5,175,,6277,,,,12,1589760000,0.439024,,,174.6,2,NOK,21.194138,3047,,,,18376574976,,,19084,0.7670329,174.6,175,,178000,3047,185,20.858164,,5.43,124.5,174.8,False,0.0686,52100,175,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.803,,0.03506,14.768,0.080246925,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.16254902,7.8782697,0.60915,1640908800,1585612800,,,40215335,19228493824,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,5526,,,,,,,
AKSO,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,Oksenoyveien 8,47 67 51 30 10,Oil & Gas Equipment & Services,17.67,17.7,10.034827,0.082059994,0,,18.36,,4718515,,17.67,11.869,1.45,17.7,,4718515,,,,,1428624000,2.095818,,,17.58,2,NOK,,2825816,,,,4905851904,,,5389395,0.18615913,17.58,18.04,,58500,2825816,30.2,7.74249,,,4.362,18,False,,156700,18.36,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.48,,-0.03779,19.956,-0.30569744,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.16254902,0.7510408,0.46942002,1640908800,1593475200,,,130227946,12652228608,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000,,,,,,,
AKER,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,Oksenoyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,406,406,348.13623,0.05541872,0,,412.6,,124408,,406,377.2294,22.5,406,,124408,,,,11.75,1595289600,1.71777,,,400.8,2,NOK,,43775,,,,29838792704,,,205684,0.6334259,400.8,402.2,,111700,43775,566,15.306666,,,182.2,401.8,False,0.028900001,108400,412.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.89,,-0.08871,34.84,-0.048288822,,26.25,,74262800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.16254902,1.5980463,0.70268,1640908800,1593475200,,,67696448,89051684864,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865,,,,,,,
ARCUS,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,,Beverages—Wineries & Distilleries,42.9,42.5,36.42662,0.038694635,0.64839995,,43,,45606,,42.9,40.035294,1.66,42.5,,45606,,,,1.66,1591833600,0.458083,,,42.4,2,NOK,16.706068,5946,,,,2883759872,,,29821,1.0219214,42.4,42.4,,0,5946,43,12.694612,,,27.1,42.4,False,0.0392,0,43,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.689,,0.0645,12.424,0.12303662,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.16254902,1.5348972,0.15168999,1640908800,1585612800,,,25830157,4767099904,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430,Postbox 64,,,,,,
ATLA NOK,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,,Oil & Gas E&P,6.1,6.52,6.943768,,0,,6.52,,1792,,6.1,6.7282352,,6.52,,1792,,,,,,1.404761,,,6.1,2,NOK,,2792,,,,23088378,,,1286,,6.1,6.42,,0,2792,9.9,,,,5.05,6.04,False,,0,6.52,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.26060605,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.16254902,,0,1640908800,1585612800,,,3510194,22556946,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1,PO Box 1228,,,,,,
ASETEK,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,45 96 45 00 48,Computer Hardware,61.7,63,45.204494,0.0018800647,0,,63,,35729,,61.7,60.767647,0.116,63,,35729,,,,,1493164800,0.747386,,,58.9,2,NOK,,15379,,,,1569525120,,,56792,30.022095,58.9,61.3,,262100,15379,70.3,204.33333,,,17.84,60.9,False,,89800,63,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,29.79,,-0.0097,883.375,2.009756,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.16254902,41.16857,0.00846,1640908800,1585612800,,,21882624,1557390976,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97,Aalborg East,,,,,,
BSP-ME,0459,Consumer Cyclical,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1,Sagveien 23 A,,Lodging,2.58,2.16,3.3660145,,0,,2.58,,33,,2.58,2.5958824,,2.16,,33,,,,,,-6.350393,,,2.16,4,NOK,,0,,,,42939196,,,847,,2.16,2.26,,,0,7.32889,,,,1.5,2.16,False,,,2.58,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0,-37.329,-0.23193032,,,,16643100,,,6.561,,,,1577750400,,-6767000,-0.737,,0.16254902,0.39323273,,1640908800,1577750400,,,6894127,134644800,,1564531200,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,,
AWDR,AB32 6FL,Energy,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,44 12 2473 7905,Oil & Gas Drilling,3.34,3.45,6.1560144,0,0,,3.48,,59925,,3.34,3.4141176,0,3.45,,59925,,,,,1526947200,1.426829,,,3.2,4,NOK,,68052,,,,180118944,,,115824,6.1994543,3.2,3.46,,43900,68052,24.7,-15,,,2.95,3.3,False,,40300,3.48,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.321,,-1.29562,-46.844,-0.85907173,,-0.22,,54581500,,,4.426,,,,1577750400,0.37112,-37643000,-0.68,,0.16254902,0.7455942,0.4371,1640908800,1585612800,,,13938478,154584208,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,145,Venture Drive Arnhall Business Park,,,,,,
AGS,1366,Industrials,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,,Marine Shipping,0.75,0.76,0.79171014,,0,,0.77,,1716700,,0.75,0.85438234,,0.76,,1716700,,,,,1545264000,,,,0.75,4,NOK,,114118,,,,44115752,,,2132033,0.55745333,0.75,0.758,,,114118,13.9649,,,,0.4,0.738,False,,,0.77,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.465,,-0.35246,2.096,-0.94388914,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.16254902,19.736843,0.08083,1640908800,1585612800,,,24148969,36815764,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,8,,,,,,,
AYFIE-ME,0279,Technology,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst Alle 49,,Software—Application,2.26,2.25,2.6576521,,0,,2.25,,198820,,2.26,2.6576521,,2.25,,198820,,,,,,,,,2.25,4,NOK,,24000,,,,238970256,,,1051853,,2.25,2.31,,,24000,3.6005,,,,2.15,2.25,False,,,2.25,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,-0.1307692,,,,,,,,,,,,,,,,0.16254902,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
ASA,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,,Farm Products,116,115.5,115.90657,,0,,118,,48018,,116,124.25,,115.5,,48018,,,,,,1.253558,,,115,2,NOK,,22399,,,,8197900800,,,76476,1479.7655,115,115.5,,,22399,146,,,,68.2,115,False,,,118,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1495.787,,-2.37401,-739.814,0.17408907,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.16254902,39.275955,0,1640908800,1577750400,,,35767773,8286657536,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87,,,,,,,
AURG,1930,Financial Services,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,47 63 85 44 41,Banks—Regional,195,195,188.42029,0.056410257,0.33580002,,195,,44,,195,190.70589,11,195,,44,,,,11,1582761600,0.047038,,,195,2,NOK,18.882542,0,,,,626765120,,,380,2.6119676,195,195,,37700,0,206,13.898788,,5.49,168,185,False,0.056399997,22000,195,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.869,,0.45536998,,0.09328222,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.16254902,0.48444197,0.26146,1640908800,1585612800,,,2172368,3327976192,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,,,,,,,
ALNG,0250,Industrials,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,47 22 01 43 70,Integrated Freight & Logistics,1.19,1.19,1.4142754,,0,,1.19,,57180,,1.19,1.2286764,,1.19,,57180,,,,,,1.07317,,,1.15,4,NOK,,49833,,,,157733312,,,262728,3.7771387,1.15,1.19,,500000,49833,4.17,10.818182,,,0.872,1.15,False,,52300,1.19,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.407,,-0.053039998,20.255,-0.65804595,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.16254902,1.433735,0.63137,1640908800,1585612800,,,26517675,392821856,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,8,Aker Brygge,,,,,,
