ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,48.4,48.6,,,0,,49.4,,,,48.4,,,48.6,,,,,,,,1.34727,,,47,2,NOK,190162,,,,2349066240,,,,22.573717,47,48.7,,,190162,49.4,,,,47,48.4,False,,,49.4,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,22.384,,0.121549994,171.462,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.16599834,40.165287,0.3134,1640908800,1585612800,,,23883612,2329310208,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,PO Box 6463,186.92308,47 77 64 89 01,,,,,
ARCHER,HM 08,Energy,4703,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,2.62,2.66,2.2023942,,0,,2.74,,854219,,2.62,2.200294,,2.66,,854219,,,,,,2.885598,,,2.6,4,NOK,557357,,,,397447104,,,504250,0.50941694,2.6,2.7,,100400,557357,4.65,44.75,,,1.1,2.67,False,,503000,2.74,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.223,,-0.06473,11.002,-0.35862917,,0.06,,148024992,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.16599834,3.9369502,0.41856998,1640908800,1593475200,,,105861885,953834560,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4th Floor 14 Par-la-Ville Road,,,,,,,
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,Marine Shipping,29.4,29.5,25.700949,0.010884354,1.9914999,,29.75,,47140,,29.4,27.451471,0.32,29.5,,47140,,,,3.21,1590451200,0.957026,,,28.65,2,NOK,57001,,,,1797279232,,,75096,20.399519,28.65,29.6,,114600,57001,37.5,80.13513,,11.42,15.06,29.55,False,0.1082,172600,29.75,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,26.305,,0.10217,27.272,-0.14782608,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.16599834,11.10903,0.28123,1640908800,1585612800,,,44026980,2317579264,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,OksenOeyveien 10,198.99329,,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,Oil & Gas E&P,181.4,182.1,178.14891,0.010077178,,,182.6,,568557,,181.4,181.84117,1.828,182.1,,568557,,,,7.41,1596153600,1.664343,,,179.35,2,NOK,497987,,,,64730521600,,,1321371,21.127901,179.35,180.3,,,497987,297.9,,,,89.42,180.2,False,0.040700004,,182.6,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.553,,-0.031630002,31.536,-0.23877472,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.16599834,33.853676,0.70299006,1640908800,1593475200,,,106384610,69097447424,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,4.55,4.5,3.8375547,0.048351645,0.8062,,4.53,,232985,,4.55,4.382206,0.22,4.5,,232985,,,,0.22,1588118400,0.958768,,,4.48,4,NOK,87326,,,,1997634944,,,420775,1.4134042,4.48,4.505,,185000,87326,4.625,10.534884,,10.54,2.69,4.49,False,0.0484,340000,4.53,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.098,,0.17288,,0.378788,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.16599834,3.0341594,0.18238,1640908800,1593475200,,,342568196,1551594240,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,9.869282,,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,4.32,5.1,3.238321,0.23148148,0,,5.5,,39064,,4.32,4.75,1,5.1,,39064,,,,,1496880000,1.296747,,,4.86,2,NOK,286185,,,,82919160,,,156616,64.02084,4.86,5.4,,320000,286185,7.55,-10,,,1.25,5.3,False,,330000,5.5,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,58.712,,0,-5.847,1.0377359,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.16599834,11.320755,0.80484,1640908800,1577750400,,,1905450,76043456,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,Oil & Gas Equipment & Services,6.2,6.18,5.470292,,0,,6.29,,420536,,6.2,5.579853,,6.18,,420536,,,,,1397174400,1.36353,,,6.1,2,NOK,95523,,,,1662253056,,,494458,0.2935287,6.1,6.16,,52200,95523,12.4,15.299999,,,3.52,6.1,False,,227000,6.29,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.697,,-0.0498,12.698,-0.42698705,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.16599834,0.4119825,0.51141,1640908800,1593475200,,,136612714,3949142784,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,Oil & Gas Equipment & Services,410,407.6,342.18176,0.028658537,0,,416.2,,94683,,410,386.79413,11.75,407.6,,94683,,,,11.75,1595289600,1.71777,,,406,2,NOK,79156,,,,30422138880,,,191280,0.64580935,406,410.4,,111700,79156,566,15.603809,,,182.2,409.8,False,0.0287,108400,416.2,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.897,,-0.08871,34.956,-0.053991675,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.16599834,1.6290687,0.70268,1640908800,1593475200,,,67696448,89348734976,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,47 24 13 01 01,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,12.96,12.88,9.882761,0.11188272,0,,13.16,,8041714,,12.96,13.403143,1.45,12.88,,8041714,,,,,1428624000,2.095818,,,11.79,2,NOK,8386944,,,,3206208000,,,5920146,0.12166387,11.79,11.82,,58500,8386944,30.2,5.060086,,,4.362,11.81,False,,156700,13.16,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.419,,-0.03779,17.434,-0.51964414,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.16599834,0.49084094,0.46942002,1640908800,1593475200,,,130227946,11053205504,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,,,47 67 82 69 50,,,,,
AFG,0663,Industrials,5526,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,175,176,167.35255,0.054285713,1.0266,,176.2,,9866,,175,177.62941,9.5,176,,9866,,,,12,1589760000,0.439024,,,175,2,NOK,4382,,,,18439581696,,,17965,0.7696628,175,176.6,,178000,4382,185,20.929678,,5.43,124.5,176,False,0.0686,52100,176.2,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.805,,0.03506,14.816,0.044776082,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.16599834,7.905281,0.60915,1640908800,1585612800,,,40215335,19290212352,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,,21.266806,,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,43.1,43.5,36.71884,0.038515083,0.64839995,,43.7,,22331,,43.1,40.761765,1.66,43.5,,22331,,,,1.66,1591833600,0.458083,,,40.4,2,NOK,183844,,,,2788541184,,,29011,0.9881786,40.4,41.2,,0,183844,43.7,12.27545,,,27.1,41,False,0.038399998,0,43.7,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.697,,0.0645,12.477,0.155496,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.16599834,1.4842166,0.15168999,1640908800,1585612800,,,25830157,4787372544,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,Postbox 64,16.154451,,,,,,
ASETEK,9220,Technology,100,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,76.9,77,47.099052,0.0015084525,0,,85.5,,169425,,76.9,63.520588,0.116,77,,169425,,,,,1493164800,0.747386,,,77,2,NOK,146287,,,,2163150080,,,67419,43.856823,77,85.3,,262100,146287,85.5,285,,,17.84,85.2,False,,89800,85.5,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,43.083,,-0.01904,1492.377,2.8069305,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,,0.16599834,56.02883,0.00846,1640908800,1593475200,,,21417077,2124994944,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,Aalborg East,,45 96 45 00 48,,,,,
AFK,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,2880,2960,2636.8613,0.019444445,,,2960,,51,,2880,2845.2942,56,2960,,51,,,,56,1588896000,0.299651,,,2880,2,NOK,53,,,,6447684608,,,81,1.3892738,2880,2940,,2000,53,3180,,,,2100,2900,False,0.0194,1500,2960,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.28,,-0.00090000004,16.95,0.10344827,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.16599834,2.2253592,0.86077005,1640908800,1585612800,,,298391,5940092928,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
AYFIE-ME,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,Software—Application,2.7185,2.75,2.641086,,0,,2.75,,152745,,2.7185,2.641086,,2.75,,152745,,,,,,,,,2.6,4,NOK,113500,,,,281400736,,,865830,,2.6,2.64,,,113500,3.6005,,,,2.15,2.6,False,,,2.75,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,0.04557693,,,,106209000,,,,,,,,,,,,0.16599834,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,200,200,188.10219,0.055,0.33580002,,200,,1303,,200,192.05882,11,200,,1303,,,,11,1582761600,0.047038,,,198,2,NOK,110,,,,636407616,,,408,2.6521513,198,200,,37700,110,206,14.112617,,5.49,168,198,False,0.055,22000,200,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.909,,0.45536998,,0.18064451,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.16599834,0.49189493,0.26146,1640908800,1585612800,,,2172368,3337618688,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,19.173042,47 63 85 44 41,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,20.92,21,23.897154,0.014340345,0.1991,,21,,542612,,20.92,19.57059,0.3,21,,542612,,,,2.86,1583884800,1.839721,,,20.4,2,NOK,593051,,,,1308398080,,,799769,4.4991355,20.4,20.6,,66000,593051,58.4,64.18751,,,16.24,20.54,False,0.13939999,90400,21,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.862,,0.29652,11.173,-0.23649633,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.16599834,3.3241627,0.36513,1640908800,1585612800,,,44520567,1704609024,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,14 Par-la-Ville Road PO Box HM 1593,15.147494,,,,,,
AUSS,5392,Consumer Defensive,6507,"Austevoll Seafood ASA, a seafood company, engages in the salmon, white fish, and pelagic businesses in Norway, the European Union, Eastern Europe, Africa, the Pacific, North America, South America, and Central America. The company is involved in the ownership and operation of fishing vessels, as well as farming, harvesting, processing, sale, and distribution of salmon and trout. It also produces white fish products, fishmeals, and fish oils; omega-3 oil; and canned and frozen fish products The company was founded in 1981 and is headquartered in StorebÃ¸, Norway. Austevoll Seafood ASA is a subsidiary of Laco AS.",StorebÃ¸,47 56 18 10 00,Norway,[],http://www.auss.no,1,Alfabygget,Farm Products,84.5,84.5,80.05985,0.02366864,0.8235,,84.55,,249866,,84.5,79.72059,2,84.5,,249866,,,,2.5,1590710400,-0.054006,,,83.4,2,NOK,173199,,,,16993580032,,,302618,0.7199088,83.4,84.55,,,173199,97.8,,,4.64,65.05,84.25,False,0.0296,,84.55,OSL,AUSTEVOLL SEAFOOD,Austevoll Seafood ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AUSS.OL,finmb_27488652,no_market,,1.445,,0.03639,11.726,-0.042492926,,,,201824000,,,63.212,,,,1577750400,0.20028,858918976,4.245,,0.16599834,1.3320255,0.57595,1640908800,1585612800,,,84852895,34114607104,,,,,,,,,,,,,,https://logo.clearbit.com/auss.no,,19.8351,47 56 18 10 03,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,0.76,0.774,0.78166425,,0,,0.778,,314324,,0.76,0.85408825,,0.774,,314324,,,,,1545264000,,,,0.75,4,NOK,332228,,,,45527452,,,1593645,0.5752918,0.75,0.774,,,332228,13.8984,,,,0.4,0.76,False,,,0.778,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.483,,-0.35246,2.176,-0.9327725,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.16599834,20.368422,0.08083,1640908800,1585612800,,,24148969,38227468,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,,
ALNG,0250,Industrials,8,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,Integrated Freight & Logistics,1.175,1.145,1.3545985,,0,,1.145,,37020,,1.175,1.2108823,,1.145,,37020,,,,,,1.07317,,,1.135,4,NOK,99177,,,,150443120,,,246872,3.602565,1.135,1.14,,500000,99177,4.17,10.318182,,,0.872,1.135,False,,52300,1.145,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.232,,-0.053039998,19.879,-0.6373457,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.16599834,1.3674699,0.63137,1640908800,1585612800,,,26517675,385531680,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,Aker Brygge,,47 22 01 43 70,,,,,
