ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
AKSO,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; and lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,,10.29,10.4,9.195384,0.14091352,0,,10.57,,4041523,,10.29,9.354412,1.45,10.4,,4041523,,,,,1428624000,2.046182,,,10.31,2,NOK,1133411,,,,2811890688,,,5156092,0.10670097,10.31,10.37,,58500,1133411,26.18,4.4377685,,,4.362,10.35,False,,156700,10.57,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.404,,-0.03779,16.791,-0.556823,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,1.45,0.16381514,0.4304746,0.46942002,1640908800,1593475200,,,130222507,10645291008,,1175212800,1:5,,1428624000,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000,47 67 82 69 50,,,,,,
AKER,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,Oil & Gas Equipment & Services,,417.2,420,341.31824,0.028163949,0,,422.6,,79732,,417.2,402.81177,11.75,420,,79732,,,,11.75,1595289600,1.717364,,,417.4,2,NOK,36252,,,,31341172736,,,107771,0.66531885,417.4,419.2,,111700,36252,566,15.939048,,,182.2,418.6,False,0.028199999,108400,422.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.908,,-0.08871,35.166,-0.08616191,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,11.75,0.16381514,1.6640681,0.70268,1640908800,1593475200,,,67696448,89883426816,,,,,1595289600,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865,47 24 13 01 01,,,,,,
AFG,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,,165.6,166,168.38103,0.036231883,1.2996001,,166,,10720,,165.6,169.7,6,166,,10720,,,,12,1589760000,0.44766,,,164,2,NOK,7757,,,,17219672064,,,12600,0.6981986,164,164.2,,178000,7757,185,19.54708,,5.46,124.5,163.4,False,0.0725,52100,166,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.76,,0.030369999,15.312,-0.07821226,,8.39,,104998000,,,20.408,,,,1577750400,0.14407,749000000,7.291,6,0.16381514,8.036064,0.60915,1640908800,1593475200,,,44989006,18742491136,,1263772800,5:1,,1589760000,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,5524,,22.493486,,,,,
ASC,0250,Financial Services,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,7th floor,5.66,5.66,4.148467,0.038869258,0.8062,,5.85,,568558,,5.66,4.834118,0.22,5.66,,568558,,,,0.22,1588118400,0.905172,,,5.66,2,NOK,1174721,,,,2577682688,,,305364,1.8238106,5.66,5.84,,185000,1174721,5.85,13.581395,,10.56,2.69,5.83,False,0.038900003,340000,5.85,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.45,,0.17288,,0.6656717,,0.43,,441384000,,,1.493,,,,1577750400,0.19143,244343008,0.459,0.22,0.16381514,3.9115875,0.18238,1640908800,1593475200,,,343255421,2049391488,,,,,1588118400,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,275,,12.723312,,,,,
ARCHER,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.25,2.26,2.0833285,,0,,2.29,,111572,,2.25,2.1938236,,2.26,,111572,,,,,,2.777093,,,2.17,4,NOK,50045,,,,333112512,,,264940,0.42695785,2.17,2.25,,100400,50045,4.65,37.5,,,1.1,2.205,False,,503000,2.29,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.142,,-0.06473,10.276,-0.3901099,,0.06,,148050000,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.16381514,3.2991204,0.41856998,1640908800,1593475200,,,105861885,890913152,,1443398400,1:10,,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4703,,,,,,,
AQUA,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,,5.55,5.4,4.163139,0.004144144,,,5.45,,35693,,5.55,5.4411764,0.023,5.4,,35693,,,,0.2,1591833600,1.14532,,,5.4,2,NOK,8256,,,,383224352,,,36592,5.0583997,5.4,5.5,,385400,8256,5.9,38.92857,,,2.15,5.45,False,0.0357,402100,5.45,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.03,,0.03333,131.72,0.51351345,,0.14,,70316400,,,0.696,,,,1577750400,0.07898,2525000,0.036,0.2,0.16381514,7.8304596,0.58599,1640908800,1593475200,,,20623810,381065216,,1468368000,25:1,,1591833600,,-0.894,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,439,,151.38889,,,,,
AFK,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,,4360,4360,2886.0583,0.012844036,,,4460,,812,,4360,3610,56,4360,,812,,,,70,1598227200,0.279556,,,4300,2,NOK,292,,,,9613924352,,,300,2.2394173,4300,4400,,2000,292,4700,,,,2100,4360,False,0.015700001,1500,4460,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,2.136,,-0.00261,28.708,0.8739495,,,,2194960,,,1326.569,,,,1577750400,0.012560001,-34194000,-5.33,14,0.16381514,3.3017507,0.86077005,1640908800,1593475200,,,2184858,9170505728,,1524787200,5:1,,1598227200,,-0.655,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,2100,,,,,,,
ALNG,0250,Industrials,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,Integrated Freight & Logistics,Aker Brygge,0.928,0.886,1.1674306,,0,,0.978,,126819,,0.928,1.0199412,,0.886,,126819,,,,,,0.95197,,,0.886,4,NOK,189107,,,,125921552,,,156100,2.9307938,0.886,0.95,,500000,189107,4.17,8.636364,,,0.86,0.934,False,,52300,0.978,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,8.404,,0.02416,13.319,-0.7726582,,0.11,,132549000,,,0.79,,,,1577750400,0.18263,1038000,0.008,,0.16381514,1.2025316,0.63137,1640908800,1593475200,,,20232220,361063104,,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,8,47 22 01 43 70,118.74999,,,,,
ATLA NOK,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,Oil & Gas E&P,PO Box 1228,5.4,5.48,6.531095,,0,,5.48,,587,,5.4,5.214706,,5.48,,587,,,,,,1.1133,,,4.81,2,NOK,1004,,,,20175966,,,1511,,4.81,5.4,,0,1004,9.9,,,,3.76,4.81,False,,0,5.48,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.3552941,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.16381514,,0,1640908800,1593475200,,,3510194,19968444,,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1,,,,,,,
AVANCE,HM 08,Energy,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,14 Par-la-Ville Road PO Box HM 1593,25.3,25.52,20.397226,0.011857708,0.2067,,26.28,,966957,,25.3,22.011765,0.3,25.52,,966957,,,,2.86,1583884800,1.746305,,,25.3,2,NOK,481621,,,,1634390656,,,936841,5.845962,25.3,25.7,,66000,481621,58.4,80.1875,,,16.24,25.52,False,0.1103,90400,26.28,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,7.152,,0.29798,13.609,-0.37418574,,0.32,,63694100,,,6.258,,,,1577750400,0.1523,83308000,1.283,2.86,0.16381514,4.100352,0.36513,1640908800,1593475200,,,44104874,1999539456,,,,,1583884800,,-0.318,,,,,,,,https://logo.clearbit.com/avancegas.com,8,,20,,,,,
AURG,1930,Financial Services,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,,200,200,189.21169,0.055,0.33580002,,200,,260,,200,199.08824,11,200,,260,,,,11,1582761600,0.084359,,,200,2,NOK,750,,,,642835968,,,533,2.65377,200,202,,37700,750,206,14.255168,,5.48,174,199,False,0.055,22000,200,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,12.65,,0.45474,,0.12994349,,14.03,,3214180,,,414.961,,,,1577750400,0.00057,34078000,10.602,11,0.16381514,0.481973,0.26146,1640908800,1593475200,,,2955824,3064238080,,,,,1582761600,,0.02,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,47 63 85 44 41,18.864365,,,,,
AWDR,AB32 6FL,Energy,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,Venture Drive Arnhall Business Park,2.5,2.5,3.9048905,0,0,,2.5,,34999,,2.5,2.8623528,0,2.5,,34999,,,,,1526947200,1.490147,,,2.39,4,NOK,8774,,,,130449792,,,42986,5.2100725,2.39,2.44,,43900,8774,18.9,-10.863637,,,2.22,2.39,False,,40300,2.5,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,4.785,,-1.67258,-16.24,-0.8181818,,-0.22,,54581500,,,4.341,,,,1577750400,0.37112,-41878000,-0.785,1.6496,0.16381514,0.5505644,0.4371,1640908800,1593475200,,,13938478,119802752,,,,,1526947200,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,144,44 12 2473 7905,,,,,,
ASETEK,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,Aalborg East,79.5,84,59.657665,0.0014591195,0,,84,,32226,,79.5,82.55294,0.116,84,,32226,,,,,1493164800,0.886699,,,78.2,2,NOK,35014,,,,1978459904,,,72367,40.11232,78.2,78.9,,262100,35014,93.9,260.66666,,,18.02,77.8,False,,89800,84,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,40.03,,-0.01904,849.933,2.4309623,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,1,0.16381514,51.245083,0.00846,1640908800,1593475200,,,21422348,1974395008,,,,,1493164800,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,100,45 96 45 00 48,,,,,,
AYFIE-ME,0279,Technology,"ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. Its products are based on artificial intelligence enhanced solutions built on proprietary linguistics, machine learning, smart search, and text analytics. The company offers search and text analytics solutions for legal, compliance, finance, healthcare, and media. Its platform includes technologies from the fields of big data, insight engines, linguistic analysis, and content analytics. The company also provides text analytics solutions for eDiscovery, finance, publishing, and compliance. Its products include Locator for Knowledge Management that helps customers turn their corporate data into a true knowledge resource; Inspector that helps lawyers and others involved in litigation and investigations to identify the data important for their cases; and Document Analyzer that reads collections of documents to extract key information. The company's products are used by various industries ranging from construction companies to professional soccer clubs; and messaging and feature development focuses on serving law firms and legal service providers, as well as legal departments in corporations. It also offers service desk and knowledge base services. The company is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,Software—Application,,2.13,2.18,2.447664,,0,,2.2,,176767,,2.13,2.27675,,2.18,,176767,,,,,,,,,2.13,4,NOK,112757,,,,234660864,,,471530,,2.13,2.2,,,112757,3.6005,,,,2.05,2.195,False,,,2.2,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,-0.17499995,,,,106907000,,,,,,,,,,,,0.16381514,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
AGS,1366,Industrials,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,,0.57,0.608,0.7488832,,0,,0.608,,198504,,0.57,0.626,,0.608,,198504,,,,,1545264000,,,,0.57,4,NOK,210713,,,,33527970,,,994651,0.60684377,0.57,0.59,,,210713,11.9367,,,,0.4,0.57,False,,,0.608,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.768,,-0.85348,12.607,-0.9488455,,,,58821000,,,-0.047,,,,1577750400,0.00071000005,-47154720,-1.232,74.8119,0.16381514,,0.08083,1640908800,1593475200,,,20305604,42440192,,1562112000,1:50,,1545264000,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,8,,,,,,,
ARCUS,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,43.4,43.5,38.54203,0.038248844,0.59290004,,43.8,,159478,,43.4,41.08235,1.66,43.5,,159478,,,,1.66,1591833600,0.416566,,,43.4,2,NOK,90332,,,,2979113984,,,42648,1.030487,43.4,43.8,,0,90332,44,13.113772,,,27.1,43.7,False,0.0382,0,43.8,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.505,,0.06953,12.569,0.1988951,,3.34,,68016304,,,25.369,,,,1577750400,0.79032,201020992,2.788,1.66,0.16381514,1.7265166,0.15168999,1640908800,1593475200,,,26169423,4351530496,,,,,1591833600,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,430,,15.710186,,,,,
BALT-ME,0160,Real Estate,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,Real Estate Services,,59,52,31.616789,,0,,57,,6614,,59,40.20294,,52,,6614,,,,,1548374400,0.512019,,,52,2,NOK,6984,,,,380065184,,,3024,6.6735845,52,54.5,,,6984,60,,,,18.5,52,False,,,57,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,15.055,,-0.54001,19.79,0.68571424,,,,6667810,,,27.26,,,,1577750400,,-30754136,-6.12,1,0.16381514,2.0909758,,1640908800,1593475200,,,5132685,857401216,,,,,1548374400,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,,
