ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AKBM-ME,1327,Healthcare,,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1,OksenOeyveien 10,,Drug Manufacturers—Specialty & Generic,90.5,91.98,95.91059,,,,91.98,,79603,,90.5,95.91059,,91.98,,79603,,,,,,,,,90.02,2,NOK,,25629,,,,,,,151022,,90.02,90.9,,,25629,114,,,,87,90.88,False,,,91.98,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,43.182,,-0.00658,203.045,-0.1356256,,,,,,,2.051,,,,1546214400,,-1022000,-0.015,,0.18023336,44.31009,,1609372800,1593475200,,,14753636,6707580416,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,PO Box 496,,,,,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,47 77 64 89 01,Biotechnology,58.2,58.4,,,0,,64,,,,58.2,,,58.4,,,,,,,,1.34727,,,58.4,2,NOK,75.63025,469442,,,,3045086208,,,,23.43185,58.4,63.2,,,469442,64,,,,58.4,62.6,False,,,64,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,21.342,,0.30978,66.638,,,,,48334700,,,1.73,,,,1577750400,0.0896,40258000,0.833,,0.18023336,36.416183,0.3134,1640908800,1593475200,,,23883612,2773455872,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,PO Box 6463,,,,,
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,,Marine Shipping,30.4,30.45,25.685,0.010526315,1.9914999,,31.95,,70777,,30.4,27.985294,0.32,30.45,,70777,,,,3.21,1590451200,,,,30.45,2,NOK,200.96774,30943,,,,1888203904,,,75145,21.431534,30.45,31.15,,114600,30943,37.5,84.189186,,11.42,15.06,31.1,False,0.105500005,172600,31.95,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,26.71,,0.106709994,27.627,-0.10588235,,0.37,,60616500,,,2.605,,,,1577750400,0.19708,9402000,0.155,,0.18023336,11.957773,0.28123,1640908800,1593475200,,,44026980,2353241856,,,,,,0.571,,,,,,,,https://logo.clearbit.com/americanshippingco.com,OksenOeyveien 10,,,,,
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,,Electronic Gaming & Multimedia,1.75,1.78,1.338409,,0,,1.895,,5692360,,1.75,1.7654412,,1.78,,5692360,,,,,,2.714866,,,1.725,4,NOK,,8571903,,,,184993328,,,4258583,,1.725,1.76,,0,8571903,3.8,,,,0.25,1.745,False,,0,1.895,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.2727273,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.18023336,10,0.50402,1640908800,1577750400,,,46798691,94038016,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AQUA,0161,Energy,431,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,,Oil & Gas Equipment & Services,5.3,5.65,3.7838407,0.0009433962,0,,5.65,,25938,,5.3,4.6741176,0.005,5.65,,25938,,,,0.2,1591833600,1.076655,,,5.2,2,NOK,26.616915,24391,,,,376192736,,,43531,5.665809,5.2,5.35,,385400,24391,5.85,38.214283,,,2.15,5.25,False,0.0377,402100,5.65,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.537,,0.18611999,219.207,0.42857146,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.18023336,7.798834,0.58599,1640908800,1585612800,,,20787638,367610496,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,,Biotechnology,8.35,8.35,3.3288405,0.119760476,0,,8.35,,239253,,8.35,4.937353,1,8.35,,239253,,,,,1496880000,1.296747,,,6.85,2,NOK,,397569,,,,111326648,,,172341,85.95391,6.85,7.1,,320000,397569,8.8,-13.425925,,,1.25,7.15,False,,330000,8.35,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,93.687,,0,-9.331,2.9761908,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.18023336,15.199162,0.80484,1640908800,1577750400,,,1789210,121341856,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,
ARCHER,HM 08,Energy,4703,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,,Oil & Gas Drilling,2.53,2.53,2.198029,,0,,2.58,,678339,,2.53,2.2561765,,2.53,,678339,,,,,,2.885598,,,2.365,4,NOK,,133752,,,,365683520,,,467142,0.46870485,2.365,2.46,,100400,133752,4.65,41.166668,,,1.1,2.43,False,,503000,2.58,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.195,,-0.06473,10.754,-0.36511916,,0.06,,148050000,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.18023336,3.621701,0.41856998,1640908800,1593475200,,,105861885,932367232,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4th Floor 14 Par-la-Ville Road,,,,,
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,,Farm Products,50.29,50.5,54.702557,,0,,50.75,,29951,,50.29,55.162354,,50.5,,29951,,,,,,,,,50,2,NOK,,30187,,,,,,,45322,,50,50.29,,,30187,65,,,,46.5,50.1,False,,,50.75,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,912.454,,0,-187.552,-0.14906931,,,,,,,4.914,,,,1577750400,,-6394534,-0.214,,0.18023336,10.234025,,1640908800,,,,,1502383616,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,8402 Sortland,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,404.6,407,340.14783,0.029041028,0,,416.8,,87618,,404.6,392.11765,11.75,407,,87618,,,,11.75,1595289600,1.71777,,,406.4,2,NOK,,48585,,,,30852921344,,,186249,0.6549541,406.4,415.6,,111700,48585,566,15.824761,,,182.2,415.2,False,0.029000001,108400,416.8,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.888,,-0.08871,34.8,-0.049788594,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.18023336,1.6521364,0.70268,1640908800,1593475200,,,67696448,88947712000,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,6.49,6.49,5.415,,0,,7.29,,265230,,6.49,5.7535295,,6.49,,265230,,,,,1397174400,1.36353,,,6.49,2,NOK,,980567,,,,1944727424,,,490402,0.3434094,6.49,7.16,,52200,980567,12.4,17.9,,,3.52,7.1,False,,227000,7.29,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.715,,-0.0498,13.021,-0.41741478,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.18023336,0.4819926,0.51141,1640908800,1593475200,,,159931143,4049571328,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
ATEA,0605,Technology,7222,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1,Karvesvingen 5,,Information Technology Services,103.8,105.2,98.1058,0.062620424,0.7065,,105.2,,34418,,103.8,105.276474,6.5,105.2,,34418,,,,6.5,1571875200,0.605691,,,104,2,NOK,22.690722,6332,,,,11481181184,,,75222,0.30476695,104,104.6,,20000,6332,137,15.064936,,5.64,66.2,104.2,False,0.0626,264300,105.2,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.33,,0.01354,12.021,-0.08303881,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.18023336,3.15589,0.25162,1640908800,1593475200,,,81691394,12429218816,,1149206400,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,Box 6472 Etterstad,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,,Beverages—Wineries & Distilleries,41,41.3,36.853237,0.040487804,0.59290004,,41.6,,45497,,41,40.97647,1.66,41.3,,45497,,,,1.66,1591833600,0.458083,,,41,2,NOK,14.849355,5986,,,,2815746560,,,31904,0.9739775,41,41.4,,0,5986,43.7,12.39521,,,27.1,41.2,False,0.0405,0,41.6,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.448,,0.06953,12.094,0.111111045,,3.34,,68013200,,,25.369,,,,1577750400,0.79032,201020992,2.788,,0.18023336,1.6319131,0.15168999,1640908800,1593475200,,,26168738,4187223040,,,,,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,Postbox 64,,,,,
ASA,6392,Consumer Defensive,87,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,,Farm Products,106,106,113.69489,,0,,107,,53580,,106,117.867645,,106,,53580,,,,,,1.253558,,,105,2,NOK,,26690,,,,7556326400,,,74657,1363.9579,105,106,,,26690,146,,,,68.2,105.5,False,,,107,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1367.129,,-2.37401,-676.18,0.09730852,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.18023336,36.202187,0,1640908800,1577750400,,,35767773,7573896704,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,,,,,
AFK,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,,Utilities—Renewable,2966,3000,2646.3044,0.018880647,,,3040,,51,,2966,2877.0588,56,3000,,51,,,,56,1588896000,,,,2980,2,NOK,,289,,,,6666993664,,,71,1.548646,2980,3060,,2000,289,3180,,,,2100,3000,False,0.019,1500,3040,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.292,,-0.0026,17.805,0.12878788,,,,2193090,,,1455.5,,,,1577750400,0.012560001,-34194000,-5.33,,0.18023336,2.0886292,0.86077005,1640908800,1593475200,,,272060,5562999808,,1524787200,5:1,,,-0.655,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,
ASETEK,9220,Technology,100,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,45 96 45 00 48,Computer Hardware,75.9,74,48.266087,0.0015283267,0,,81.9,,109959,,75.9,66.82059,0.116,74,,109959,,,,,1493164800,0.747386,,,73.4,2,NOK,,96762,,,,2029059968,,,66610,41.13821,73.4,81.1,,262100,96762,85.5,267.3333,,,17.84,80.2,False,,89800,81.9,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,38.198,,-0.01904,811.035,3.0675244,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,,0.18023336,52.5557,0.00846,1640908800,1593475200,,,21434145,1884034944,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,Aalborg East,,,,,
AWDR,AB32 6FL,Energy,144,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,44 12 2473 7905,Oil & Gas Drilling,3.14,3.14,5.427319,0,0,,3.15,,47638,,3.14,3.2317648,0,3.14,,47638,,,,,1526947200,1.426829,,,3,4,NOK,,53174,,,,164290320,,,111050,6.5616393,3,3.11,,43900,53174,19.7,-13.681818,,,2.95,3.01,False,,40300,3.15,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,6.18,,-1.67258,-20.975,-0.8274725,,-0.22,,54581500,,,4.341,,,,1577750400,0.37112,-41878000,-0.785,,0.18023336,0.6933886,0.4371,1640908800,1593475200,,,13938478,154734912,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,Venture Drive Arnhall Business Park,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,,Oil & Gas Integrated,20.38,20.34,23.227827,0.014720315,0.1991,,20.7,,464755,,20.38,19.857647,0.3,20.34,,464755,,,,2.86,1583884800,1.839721,,,20.34,2,NOK,15.073748,228075,,,,1302028032,,,782614,4.477231,20.34,20.44,,66000,228075,58.4,63.875004,,,16.24,20.4,False,0.14029999,90400,20.7,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.827,,0.29652,11.106,-0.30680275,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.18023336,3.3079789,0.36513,1640908800,1585612800,,,44520567,1694417024,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,14 Par-la-Ville Road PO Box HM 1593,,,,,
ATLA NOK,110,Energy,1,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,,Oil & Gas E&P,5.8,5.6,6.8156524,,0,,5.6,,660,,5.8,6.470588,,5.6,,660,,,,,,1.404761,,,5.6,2,NOK,,50,,,,22470896,,,1278,,5.6,6.28,,0,50,9.9,,,,5.05,5.64,False,,0,5.6,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.29696965,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.18023336,,0,1640908800,1585612800,,,3510194,21447588,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,PO Box 1228,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,,Marine Shipping,0.684,0.684,0.77650726,,0,,0.696,,409298,,0.684,0.8440294,,0.684,,409298,,,,,1545264000,,,,0.66,4,NOK,,60373,,,,40468848,,,1401549,0.73247105,0.66,0.684,,,60373,13.8984,,,,0.4,0.672,False,,,0.696,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.879,,-0.85348,14.425,-0.93766177,,,,58821000,,,-0.047,,,,1577750400,0.00071000005,-47154720,-1.232,,0.18023336,,0.08083,1640908800,1593475200,,,24028974,48557576,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,
BALT-ME,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,,Real Estate Services,30.8,30.8,29.336231,,0,,30.8,,66,,30.8,29.97647,,30.8,,66,,,,,1548374400,0.824786,,,30.8,2,NOK,,400,,,,205368544,,,219,3.7617133,30.8,0,,,400,35,,,,18.5,30.8,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.06666666,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.18023336,1.1298605,,1640908800,1577750400,,,3992889,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,
